,Longitude,Latitude,Cost for two,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Aggregate rating
1892,77.0510225,28.4530419,6.5,0,1,0,0,2.8
1893,77.0587634,28.4344744,6.5,0,1,0,0,4.5
1894,77.0509348,28.4529609,7.8,0,1,0,0,3.6
1895,77.0448616,28.4457489,3.25,0,1,0,0,3.8
1896,77.0502902,28.4530361,8.45,1,1,0,0,3.5
1897,77.055519,28.455681,7.8,0,1,0,0,3.9
1898,77.050482,28.4528201,6.5,0,1,0,0,3.5
1899,77.0511135,28.453446,5.2,0,1,0,0,3.9
1900,77.0507229,28.4530322,5.2,0,1,0,0,3.5
1901,77.0572815,28.4492369,4.55,0,0,0,0,3.2
1902,77.0566033,28.4493778,3.9,0,0,0,0,3.2
1903,77.051106,28.4537774,7.8,0,0,0,0,3.2
1904,77.059453,28.444784,7.8,0,0,0,0,3.2
1905,77.0571362,28.4497559,4.55,0,1,0,0,2.4
1906,77.0505305,28.4528047,10.4,1,1,0,0,4.0
1907,77.03975882,28.4444788,6.5,0,0,0,0,3.0
1908,77.04963807,28.45321428,1.95,0,0,0,0,3.0
1909,77.0463325,28.4393846,6.5,0,0,0,0,3.2
1910,77.0452895,28.4392847,11.7,0,0,0,0,3.2
1911,77.0573908,28.4495255,1.95,0,0,0,0,3.2
1912,77.01766379,28.46721998,3.9,0,0,0,0,3.2
1913,77.044871,28.4457028,2.6,0,0,0,0,3.2
1914,77.0450676,28.4394628,9.1,0,0,0,0,3.2
1915,0.0,0.0,3.25,0,0,0,0,3.2
1916,77.04079684,28.43954754,7.8,0,0,0,0,3.2
1917,0.0,0.0,7.8,0,0,0,0,3.2
1918,77.046147,28.4395668,5.2,0,0,0,0,3.2
1919,0.0,0.0,2.6,0,0,0,0,3.2
1920,77.0448877,28.4455421,5.2,0,0,0,0,3.2
1921,77.0555919,28.4433453,2.6,0,0,0,0,3.2
1922,77.0557718,28.4415695,4.55,0,0,0,0,3.2
1923,77.04298183,28.43958321,2.6,0,0,0,0,3.2
1924,77.0449407,28.4394492,6.5,0,0,0,0,3.2
1925,77.04290237,28.43970173,2.6,0,0,0,0,3.2
1926,77.0575645,28.4440456,7.8,0,0,0,0,3.2
1927,77.0906106,28.4507062,7.8,0,1,0,0,3.0
1928,77.0859299,28.4419061,7.8,0,1,0,0,3.2
1929,77.0959808,28.4514497,5.2,0,0,0,0,4.1
1930,77.0593066,28.4351572,7.15,0,1,0,0,3.4
1931,77.0595047,28.4350181,7.8,0,1,0,0,3.2
1932,77.0598728,28.4340212,6.5,0,1,0,0,3.2
1933,77.0599779,28.4341404,2.6,0,0,0,0,3.2
1934,77.0598166,28.4345074,6.5,0,0,0,0,3.2
1935,77.0592634,28.4351263,7.8,0,1,0,0,3.3
1936,77.0589267,28.4349266,3.25,0,0,0,0,2.9
1937,77.0587691,28.4345889,7.8,0,0,0,0,3.3
1938,77.0586849,28.4347324,6.5,0,1,0,0,2.8
1939,77.0591044,28.4349952,3.9,0,1,0,0,3.2
1940,77.0593696,28.4342048,9.1,0,0,0,0,3.1
1941,77.0593546,28.4447042,2.6,0,0,0,0,3.2
1942,77.0593757,28.4352128,6.5,0,1,0,0,3.2
1943,77.0724033,28.4471752,8.45,0,1,0,0,3.7
1944,0.0,0.0,2.6,0,0,0,0,3.2
1945,77.0717172,28.4418059,4.55,0,0,0,0,3.2
1946,77.0597723,28.4344647,3.9,0,0,0,0,3.2
1947,0.0,0.0,3.9,0,0,0,0,3.2
1948,77.0732567,28.4472195,3.25,0,0,0,0,3.2
1949,77.0594005,28.4446522,2.6,0,0,0,0,3.2
1950,77.0591711,28.4346562,3.25,0,0,0,0,3.2
1951,77.059536,28.4446824,5.2,0,0,0,0,3.2
1952,77.0679502,28.4513687,3.9,0,0,0,0,3.2
1953,77.0595633,28.4346657,1.3,0,0,0,0,3.2
1954,77.059245,28.4444633,2.6,0,0,0,0,3.2
1955,77.0598983,28.4439045,1.95,0,0,0,0,3.2
1956,77.0740245,28.4471412,5.2,0,0,0,0,3.2
1957,77.0735754,28.4479605,3.25,0,0,0,0,3.2
1958,0.0,0.0,3.9,0,0,0,0,3.2
1959,77.0735393,28.447879,4.55,0,0,0,0,3.2
1960,77.0596229,28.4448577,9.1,0,1,0,0,2.4
1961,77.0205232,28.4802841,3.9,0,0,0,0,2.8
1962,77.0710139,28.4477683,10.4,0,0,0,0,3.3
1963,77.0689933,28.434682,5.2,0,0,0,0,3.2
1964,77.0887235,28.4317225,4.55,0,0,0,0,3.2
1965,77.1011865,28.4454847,20.8,1,1,0,0,3.9
1966,77.1042435,28.4372591,6.5,0,1,0,0,2.4
1967,0.0,0.0,7.8,0,0,0,0,3.2
1968,77.110596,28.424109,3.9,0,1,0,0,3.0
1969,0.0,0.0,1.5599999999999998,0,0,0,0,3.1
1970,77.0991634,28.4251591,5.2,0,1,0,0,3.3
1971,77.093894,28.420766,7.8,0,1,0,0,3.1
1972,77.09959824,28.42517935,1.3,0,0,0,0,3.0
1973,77.1019507,28.4213907,7.8,0,0,0,0,2.7
1974,77.1018657,28.4211708,7.8,0,0,0,0,3.0
1975,77.1362757,28.4362232,7.8,0,1,0,0,3.2
1976,0.0,0.0,3.9,0,0,0,0,3.0
1977,77.1000368,28.4255681,3.9,0,0,0,0,3.2
1978,77.0982526,28.4273124,3.9,0,0,0,0,3.3
1979,77.0992983,28.4250375,4.55,0,0,0,0,2.9
1980,77.1017259,28.421414,6.5,0,0,0,0,3.2
1981,77.1349572,28.434589,9.1,0,1,0,0,3.1
1982,77.09929749,28.42516814,7.8,0,0,0,0,2.9
1983,77.09992748,28.42894133,6.5,0,0,0,0,3.0
1984,77.0992973,28.4252326,2.6,0,0,0,0,3.0
1985,77.1001525,28.4283926,8.45,0,1,0,0,3.1
1986,77.1000683,28.4285248,7.8,0,1,0,0,2.6
1987,77.0961512,28.4180994,9.75,1,0,0,0,2.9
1988,77.0993188,28.4250399,6.5,0,1,1,0,2.8
1989,77.0994718,28.4253531,1.95,0,0,0,0,3.0
1990,77.10009377,28.42846486,6.5,0,0,0,0,3.6
1991,0.0,0.0,5.2,0,0,0,0,3.8
1992,77.112886,28.413665,4.55,0,1,0,0,3.9
1993,77.1000307,28.4286826,10.4,0,1,0,0,3.5
1994,77.099865,28.4252571,1.95,0,0,0,0,3.2
1995,77.0992983,28.4250375,1.3,0,0,0,0,3.2
1996,77.1340452,28.43675,8.45,0,0,0,0,3.2
1997,77.0893173,28.4316128,3.9,0,0,0,0,3.2
1998,0.0,0.0,4.55,0,0,0,0,3.2
1999,77.134902,28.4345776,5.2,0,0,0,0,3.2
2000,77.100181,28.4287959,7.8,0,0,0,0,3.2
2001,77.1096659,28.4271903,7.8,0,0,0,0,3.2
2002,77.099568,28.4254221,2.6,0,0,0,0,3.2
2003,0.0,0.0,4.55,0,0,0,0,3.2
2004,0.0,0.0,3.9,0,0,0,0,3.2
2005,0.0,0.0,2.6,0,0,0,0,3.2
2006,77.09921435,28.42471111,1.3,0,0,0,0,3.2
2007,77.10003416,28.42890893,2.6,0,0,0,0,3.2
2008,77.0999277,28.4256359,1.95,0,0,0,0,3.2
2009,77.1420001,28.429125,3.9,0,0,0,0,3.2
2010,77.104693,28.4221468,6.5,0,0,0,0,3.2
2011,77.1529576,28.4319337,3.9,0,0,0,0,3.2
2012,77.0990285,28.425191,1.95,0,0,0,0,3.2
2013,77.1072554,28.4298806,1.95,0,0,0,0,3.2
2014,77.0997478,28.4253496,5.2,0,0,0,0,3.2
2015,77.1345396,28.436573,6.5,0,0,0,0,3.2
2016,77.0998491,28.425268,5.2,0,0,0,0,3.2
2017,0.0,0.0,2.6,0,0,0,0,3.2
2018,77.0921967,28.430031,10.4,0,0,0,0,2.2
2019,77.0990285,28.4249219,5.2,0,1,0,0,2.2
2020,77.0992084,28.4251185,8.45,0,0,0,0,2.4
2021,77.080462,28.4297813,3.9,0,1,1,0,3.2
2022,77.0904414,28.4217218,7.8,0,1,0,0,2.8
2023,77.0176107,28.467311,6.5,0,0,0,0,3.3
2024,77.017531,28.4672588,3.9,0,0,0,0,3.4
2025,77.0190993,28.4707962,7.8,0,1,0,0,2.6
2026,77.0184147,28.4726717,2.6,0,1,0,0,2.8
2027,77.0155627,28.4651285,4.55,0,0,0,0,3.2
2028,77.0143446,28.4700416,5.85,0,1,0,0,3.2
2029,77.0148921,28.4648232,2.6,0,0,0,0,3.1
2030,77.0162592,28.4681375,7.15,0,1,0,0,3.7
2031,77.0170336,28.4677392,10.4,0,1,0,0,3.5
2032,77.0175244,28.4663672,1.95,0,0,0,0,3.6
2033,77.022728,28.455974,4.55,0,1,0,0,3.2
2034,77.0236993,28.4525161,2.6,0,0,0,0,2.8
2035,77.0213621,28.4591855,3.25,0,0,0,0,3.2
2036,77.0998689,28.4658365,3.25,0,0,0,0,3.4
2037,77.0997223,28.4656305,9.1,0,1,0,0,3.3
2038,77.1000176,28.465995,1.3,0,0,0,0,3.2
2039,77.0993432,28.4658854,5.85,0,0,0,0,2.7
2040,77.0987074,28.4662158,2.6,0,0,0,0,3.6
2041,77.0992642,28.4661404,8.45,0,0,0,0,4.0
2042,77.0947125,28.4810852,5.2,0,0,0,0,3.2
2043,77.095457,28.482671,3.9,0,0,0,0,3.2
2044,77.0954737,28.4828791,2.6,0,1,0,0,3.2
2045,77.0967623,28.4834802,3.9,0,0,0,0,3.2
2046,77.03890722,28.42447847,6.5,0,1,0,0,3.4
2047,77.089166,28.433455,13.0,0,1,1,0,2.5
2048,77.0447688,28.406494,5.2,0,1,0,0,3.3
2049,77.0443061,28.4057383,2.6,0,1,0,0,3.4
2050,77.0383803,28.4183524,6.5,0,0,0,0,3.3
2051,77.0430886,28.4118349,5.2,0,1,0,0,3.2
2052,77.0447626,28.4064865,7.15,0,1,0,0,3.3
2053,77.0392204,28.4249125,7.8,0,1,0,0,3.4
2054,77.0276151,28.4579514,1.95,0,0,0,0,3.4
2055,77.04253683,28.41240966,7.8,0,1,0,0,3.4
2056,77.0381858,28.4268302,13.0,1,1,0,0,3.2
2057,77.0451575,28.4025286,9.75,1,0,0,0,3.1
2058,77.042691,28.4118643,3.9,0,0,0,0,3.4
2059,77.0403449,28.4157403,5.2,0,0,0,0,2.9
2060,77.0383658,28.4209297,7.8,0,1,0,0,2.5
2061,77.0417392,28.4116153,5.2,0,0,0,0,3.1
2062,77.0409296,28.411627,5.2,0,0,0,0,2.6
2063,77.0382435,28.4184165,6.5,0,1,0,0,2.9
2064,77.0444681,28.4058183,6.5,0,1,0,0,2.9
2065,77.0484858,28.4117267,10.4,0,0,0,0,3.3
2066,77.0322081,28.4256547,6.5,0,1,0,0,2.8
2067,77.0406597,28.4201195,19.5,1,1,0,0,2.6
2068,77.0452475,28.406214,17.55,1,1,0,0,3.4
2069,77.067268,28.266839,7.8,0,0,0,0,3.4
2070,77.0447078,28.4060723,9.75,1,1,0,0,3.7
2071,77.04214934,28.41385572,2.6,0,1,0,0,3.5
2072,77.0443479,28.4058584,6.5,0,1,0,0,3.5
2073,77.058018,28.434541,16.25,0,1,0,0,3.7
2074,77.033013,28.4255696,5.2,0,1,0,0,3.9
2075,0.0,0.0,3.9,0,0,0,0,3.6
2076,77.0413794,28.4069177,14.3,1,0,0,0,3.9
2077,77.041071,28.415066,7.8,0,1,0,0,3.9
2078,77.0489356,28.4120391,6.5,0,0,0,0,3.5
2079,77.0432685,28.4133766,20.8,1,0,0,0,3.7
2080,77.042099,28.4120086,6.5,0,0,0,0,3.6
2081,77.0449776,28.4060983,9.1,0,0,0,0,3.7
2082,77.03833256,28.41864781,12.35,0,1,0,0,3.5
2083,77.0365475,28.4274393,3.9,0,0,0,0,3.5
2084,77.0393103,28.4248315,9.1,0,0,0,0,2.3
2085,77.0418292,28.4116239,2.6,0,1,0,0,2.3
2086,77.0371694,28.4270829,5.85,0,0,0,0,2.4
2087,77.04178983,28.41593885,32.5,1,0,0,0,4.1
2088,77.062693,28.454258,10.4,1,0,0,0,3.2
2089,77.0678486,28.4584293,7.8,0,0,0,0,3.2
2090,77.0832002,28.4307097,7.8,0,1,0,0,2.8
2091,77.08893042,28.4316636,1.3,0,0,0,0,2.8
2092,77.08898909,28.43185642,9.1,0,0,0,0,3.1
2093,77.0810496,28.4406267,7.8,0,0,0,0,3.2
2094,77.0860608,28.4362534,3.25,0,0,0,0,3.2
2095,77.078993,28.4346629,1.95,0,0,0,0,3.2
2096,77.0745897,28.4325962,3.9,0,0,0,0,3.2
2097,77.0832881,28.4307149,7.8,0,0,0,0,3.2
2098,77.1053224,28.4335066,7.8,0,1,0,0,3.4
2099,77.1052774,28.4334574,23.4,1,1,0,0,4.5
2100,77.0872491,28.4625277,8.45,1,1,0,0,3.3
2101,77.08729528,28.46243126,12.35,0,1,0,0,3.4
2102,77.0876088,28.4623829,6.5,0,1,0,0,3.4
2103,77.0876088,28.4622932,11.05,1,1,0,0,3.2
2104,77.0868749,28.4625024,5.85,0,1,0,0,3.8
2105,77.0869794,28.4624121,5.2,0,1,0,0,3.7
2106,77.08695229,28.46246192,5.2,0,1,0,0,3.6
2107,77.0869794,28.4626811,3.9,0,1,0,0,3.9
2108,77.0868501,28.4625094,10.4,0,1,0,0,3.5
2109,77.087339,28.4624466,3.9,0,1,0,0,3.8
2110,77.0871567,28.4625963,10.4,1,1,0,0,3.6
2111,77.087339,28.4626259,26.0,1,1,0,0,4.0
2112,77.0870678,28.4625602,14.3,1,1,0,0,4.1
2113,77.0871573,28.4625905,9.1,0,1,0,0,4.1
2114,77.0874235,28.4624928,6.5,0,1,0,0,4.2
2115,77.0871592,28.4626087,6.5,0,1,0,0,4.2
2116,77.0871142,28.4623802,9.1,0,1,0,0,4.0
2117,0.0,0.0,6.5,0,0,0,0,3.0
2118,77.0784363,28.4659842,5.2,0,0,0,0,3.3
2119,77.0756172,28.4714149,9.1,0,1,0,0,2.7
2120,77.0786436,28.4543078,5.85,0,0,0,0,3.2
2121,77.0790658,28.4507135,3.9,0,0,0,0,3.2
2122,77.0784363,28.4660738,13.0,0,0,0,0,3.4
2123,77.081955,28.452042,9.1,0,1,0,0,3.4
2124,77.0746189,28.4684058,13.0,0,1,0,0,2.8
2125,77.0832025,28.4600768,7.8,0,1,0,0,2.8
2126,77.0787061,28.4609895,7.8,0,1,0,0,3.7
2127,77.0794255,28.4504791,3.9,0,1,0,0,3.7
2128,77.0843946,28.4602529,7.15,0,1,0,0,3.7
2129,77.0789759,28.4647809,3.25,0,1,0,0,3.7
2130,77.0791557,28.4605845,2.6,0,1,0,0,3.7
2131,77.0747614,28.4710018,3.9,0,0,0,0,3.7
2132,77.0847227,28.4592935,7.8,0,1,0,0,3.7
2133,77.0853157,28.4543176,1.95,0,0,0,0,3.5
2134,77.0788503,28.4609696,6.5,0,1,0,0,3.7
2135,0.0,0.0,7.8,0,0,0,0,3.8
2136,77.0796953,28.4499671,6.5,0,0,0,0,3.2
2137,77.0791682,28.4508593,7.8,0,0,0,0,3.2
2138,77.0762779,28.4513422,10.4,0,0,0,0,3.2
2139,77.0814039,28.4503106,3.25,0,0,0,0,3.2
2140,77.0830226,28.455756,3.25,0,0,0,0,3.2
2141,77.0840118,28.4601546,7.15,0,0,0,0,2.4
2142,77.0815524,28.4510321,14.3,0,0,0,0,4.3
2143,77.0779417,28.4606023,19.5,1,1,0,0,4.0
2144,77.0751988,28.4708726,7.8,0,1,0,0,4.0
2145,77.079003,28.46082,9.75,0,1,0,0,4.0
2146,77.079311,28.460034,5.2,0,1,0,0,4.0
2147,77.0793521,28.4607475,3.25,0,0,0,0,3.1
2148,77.0792457,28.461131,6.5,0,0,0,0,3.1
2149,77.0788859,28.4609172,7.8,0,1,0,0,3.2
2150,77.0793669,28.4613734,5.2,0,0,0,0,3.0
2151,77.0792457,28.461131,6.5,0,1,0,0,2.7
2152,77.0798015,28.460761,9.1,0,1,0,0,3.1
2153,77.0796953,28.460995,8.45,0,1,0,0,3.4
2154,77.0790916,28.4610705,9.1,0,1,0,0,3.4
2155,77.0811311,28.4532726,2.6,0,0,0,0,3.3
2156,77.0792457,28.461131,5.2,0,0,0,0,3.0
2157,77.0790658,28.4604862,6.5,0,0,0,0,3.3
2158,77.0795604,28.4609372,7.8,0,0,0,0,2.6
2159,77.0792715,28.460829,15.6,0,1,0,0,3.4
2160,77.0790658,28.4606655,3.9,0,1,0,0,3.2
2161,77.0787061,28.4604516,11.05,0,1,0,0,3.6
2162,77.0794255,28.4608794,8.45,0,1,0,0,3.9
2163,77.0789039,28.4605516,3.9,0,1,0,0,2.2
2164,77.0796953,28.460726,9.1,0,1,0,0,4.0
2165,77.0923077,28.4799845,32.5,1,0,0,0,3.3
2166,77.09232,28.4799981,31.2,1,0,0,0,3.0
2167,77.0922972,28.4799825,26.0,1,0,0,0,3.2
2168,77.0732202,28.4782126,32.5,1,0,0,0,3.0
2169,77.0529662,28.5047491,19.5,1,0,0,0,2.7
2170,77.0395696,28.4664035,10.4,1,0,0,0,3.0
2171,77.0400898,28.4661418,20.8,1,0,0,0,3.0
2172,77.0867995,28.5022869,39.0,0,0,0,0,3.2
2173,77.0640466,28.4646001,32.5,1,0,0,0,3.6
2174,77.048261,28.412019,8.45,0,0,0,0,3.3
2175,77.0704322,28.476779,39.0,1,0,0,0,3.9
2176,77.0703873,28.4767298,39.0,1,0,0,0,3.8
2177,77.0704322,28.476779,39.0,1,0,0,0,3.9
2178,77.1427506,28.2393668,39.0,1,0,0,0,3.4
2179,77.1427506,28.2393668,39.0,0,0,0,0,3.7
2180,77.0867995,28.5022869,26.0,0,0,0,0,3.3
2181,77.0867995,28.5022869,39.0,0,0,0,0,3.5
2182,77.0958365,28.4512929,5.2,0,1,0,0,3.7
2183,77.096912,28.45097366,32.5,1,0,0,0,3.5
2184,77.09688552,28.45104175,32.5,1,0,0,0,3.8
2185,77.080139,28.5109714,9.1,0,0,0,0,3.1
2186,77.0867096,28.5026368,26.0,0,0,0,0,2.7
2187,77.0753139,28.5004986,7.8,0,0,0,0,2.8
2188,77.086215,28.5130313,2.6,0,0,0,0,3.1
2189,77.0652612,28.4875966,2.6,0,1,0,0,3.3
2190,77.088159,28.4991161,13.0,0,1,0,0,2.7
2191,77.083835,28.506391,8.45,0,0,0,0,2.9
2192,77.0879685,28.4991724,10.4,1,0,0,0,3.1
2193,77.0728605,28.5011252,6.5,0,0,0,0,3.1
2194,77.0835622,28.5009896,9.1,0,1,0,0,3.3
2195,77.0867524,28.4975584,5.2,0,1,0,0,3.0
2196,77.0842434,28.5120417,6.5,0,0,0,0,3.3
2197,77.0801,28.5140563,1.95,0,0,0,0,2.9
2198,77.086215,28.5130313,1.95,0,0,0,0,3.2
2199,77.07576312,28.51150832,6.5,0,0,0,0,3.2
2200,77.0823439,28.501278,3.9,0,0,0,0,3.2
2201,77.0755585,28.511513,6.5,0,0,0,0,3.2
2202,77.0670773,28.4905933,3.9,0,0,0,0,3.2
2203,0.0,0.0,5.85,0,0,0,0,3.2
2204,77.0627161,28.4969691,5.85,0,1,1,0,3.2
2205,77.086215,28.5130313,5.2,0,1,0,0,3.2
2206,77.0671046,28.4905322,2.6,0,0,0,0,3.2
2207,77.07991786,28.49125312,7.8,0,0,0,0,3.2
2208,77.0673441,28.4907223,2.6,0,0,0,0,3.2
2209,77.067069,28.4899846,9.1,0,0,0,0,3.2
2210,77.0859902,28.4988926,5.2,0,0,0,0,3.2
2211,77.07016754,28.49064636,8.45,0,1,0,0,3.2
2212,77.0836521,28.4996537,2.6,0,0,0,0,3.2
2213,77.0665649,28.4872533,3.25,0,0,0,0,3.2
2214,77.0834007,28.4978821,2.6,0,0,0,0,3.2
2215,77.0671777,28.490597,1.95,0,0,0,0,3.2
2216,77.08617,28.5128925,5.2,0,0,0,0,3.2
2217,77.0693753,28.4909024,3.9,0,0,0,0,3.2
2218,77.081314,28.4999667,7.8,0,0,0,0,3.2
2219,77.085902,28.509468,5.2,0,1,0,0,3.2
2220,77.0683497,28.4907415,2.6,0,0,0,0,3.2
2221,77.0762102,28.5114797,2.6,0,0,0,0,3.2
2222,77.0555019,28.443247,5.2,0,1,0,0,3.1
2223,77.0563348,28.4429124,7.8,0,1,0,0,3.5
2224,77.05503501,28.44359498,9.75,0,0,0,0,3.7
2225,0.0,0.0,3.9,0,0,0,0,3.2
2226,77.0563114,28.4435939,10.4,0,1,0,0,3.2
2227,77.0714665,28.5096403,6.5,0,0,0,0,2.9
2228,77.07236174,28.51055995,7.8,0,0,0,0,2.8
2229,77.0715115,28.509779,5.85,0,0,0,0,3.1
2230,77.0712658,28.5095992,7.8,0,0,0,0,3.2
2231,77.0714665,28.5096403,7.8,0,0,0,0,2.9
2232,77.0715115,28.509779,7.8,0,0,0,0,3.4
2233,77.0720511,28.5103687,3.9,0,0,0,0,3.0
2234,77.0714215,28.5096807,6.5,0,0,0,0,3.3
2235,77.07199864,28.51028625,3.9,0,0,0,0,3.2
2236,77.07128014,28.5095226,5.2,0,1,0,0,3.2
2237,77.0715115,28.509779,6.5,0,0,0,0,3.3
2238,77.0715115,28.509779,5.2,0,1,0,0,2.7
2239,77.0714703,28.5096854,2.6,0,0,0,0,2.5
2240,77.0714665,28.5096403,9.1,0,1,0,0,3.2
2241,77.0716878,28.510247,7.8,0,1,0,0,3.9
2242,77.0715115,28.5096894,5.2,0,1,0,0,3.8
2243,77.07169354,28.50969289,7.15,0,0,0,0,3.6
2244,77.0713316,28.5096721,6.5,0,1,0,0,3.7
2245,77.0714215,28.5096807,6.5,1,0,0,0,3.6
2246,77.07144342,28.50954204,16.9,1,1,0,0,3.5
2247,77.07135793,28.50954764,10.4,1,0,0,0,3.6
2248,0.0,0.0,6.5,0,0,0,0,3.2
2249,77.0714665,28.5096403,3.9,0,0,0,0,3.2
2250,77.0716464,28.5096576,3.25,0,0,0,0,3.2
2251,77.0717813,28.5099843,2.6,0,1,0,0,2.4
2252,77.0700953,28.4562499,45.5,1,0,0,0,3.8
2253,77.0701624,28.4559543,52.0,1,0,0,0,4.0
2254,77.0310152,28.5088255,7.8,0,0,0,0,2.9
2255,77.0313937,28.5085989,2.6,0,0,0,0,2.8
2256,77.0316635,28.5088043,3.25,0,0,0,0,2.9
2257,77.0309826,28.508564,3.25,0,1,0,0,2.7
2258,77.0308539,28.5090845,5.2,0,0,0,0,2.8
2259,77.0313937,28.5088678,1.95,0,1,0,0,2.9
2260,77.0311238,28.5088417,1.3,0,0,0,0,3.2
2261,77.0842702,28.4604845,3.25,0,0,0,0,2.9
2262,77.0841917,28.4603512,9.1,0,1,0,0,3.3
2263,77.0839756,28.4598562,1.95,0,1,0,0,3.4
2264,0.0,0.0,2.6,0,0,0,0,3.2
2265,77.0836521,28.4606579,5.2,0,1,0,0,3.0
2266,77.083832,28.4600476,7.15,0,1,0,0,3.1
2267,77.0843266,28.4602296,5.2,0,0,0,0,2.7
2268,77.0835622,28.46047,2.6,0,0,0,0,2.9
2269,77.0843266,28.459871,8.45,0,0,0,0,3.1
2270,77.0842816,28.4603598,2.6,0,0,0,0,3.5
2271,77.083832,28.4606752,7.8,0,1,0,0,3.6
2272,77.0840568,28.4599348,3.25,0,1,0,0,3.6
2273,77.0839219,28.4597873,6.5,0,1,0,0,3.6
2274,77.0832025,28.4599872,5.2,0,0,0,0,3.7
2275,77.0843266,28.4605883,1.95,0,0,0,0,3.2
2276,77.0837421,28.4607562,5.2,0,1,0,0,2.4
2277,77.0832256,28.4605726,5.2,0,1,0,0,2.2
2278,77.0573475,28.4428081,16.9,1,0,0,0,3.2
2279,91.773932,26.16149,10.4,0,0,0,0,4.6
2280,91.77393191,26.1614901,18.2,0,0,0,0,3.9
2281,91.77524608,26.1802428,7.8,0,0,0,0,4.7
2282,91.77495472,26.18470185,6.5,0,0,0,0,4.1
2283,0.0,0.0,18.2,0,0,0,0,4.2
2284,91.77739722,26.15735,9.75,0,0,0,0,4.1
2285,0.0,0.0,16.9,0,0,0,0,4.4
2286,0.0,0.0,21.45,0,0,0,0,4.4
2287,0.0,0.0,6.5,0,0,0,0,4.1
2288,91.806493,26.13298761,6.5,0,0,0,0,4.0
2289,91.759857,26.172119,19.5,0,0,0,0,4.9
2290,91.75816667,26.171,10.4,0,0,0,0,3.6
2291,91.75316667,26.19166667,3.9,0,0,0,0,3.6
2292,91.75231431,26.18600148,5.2,0,0,0,0,4.1
2293,91.75386279,26.19376437,6.5,0,0,0,0,4.2
2294,91.75222128,26.18571587,6.5,0,0,0,0,4.1
2295,0.0,0.0,11.05,0,0,0,0,4.1
2296,91.783,26.17266667,7.8,0,0,0,0,4.3
2297,91.78535556,26.17221667,13.0,0,0,0,0,4.0
2298,91.77896976,26.16767011,9.1,0,0,0,0,4.3
2299,0.0,0.0,9.1,0,0,0,0,4.3
2300,78.43722526,17.41037066,19.5,1,1,0,0,4.3
2301,78.44965395,17.41233045,19.5,0,0,0,0,4.9
2302,78.44957784,17.42281912,23.4,1,1,0,0,4.7
2303,78.3296446,17.4110278,19.5,1,0,0,0,3.8
2304,78.38674374,17.43380875,23.4,0,1,0,0,4.6
2305,78.3754674,17.4558938,9.1,1,1,0,0,4.0
2306,78.3475536,17.424114,24.7,1,0,0,0,4.3
2307,78.3978647,17.4382631,19.5,0,0,0,0,4.9
2308,78.40832144,17.43166813,7.8,0,0,0,0,4.8
2309,78.40442251,17.42829434,18.2,0,0,0,0,4.2
2310,78.41821343,17.43044843,15.6,1,0,0,0,4.2
2311,78.3926214,17.4295847,26.0,1,1,0,0,4.4
2312,78.40035025,17.43147653,15.6,1,0,0,0,4.1
2313,78.40749498,17.42622756,14.3,1,0,0,0,4.1
2314,78.36885475,17.45970973,23.4,0,1,0,0,4.2
2315,78.393391,17.440827,6.5,0,0,0,0,4.7
2316,78.38588309,17.45197577,14.3,0,1,0,0,3.9
2317,78.37934721,17.45085056,18.2,1,0,0,0,4.1
2318,75.8660587,22.6952067,16.9,0,0,0,0,3.7
2319,75.88199135,22.65184685,11.05,0,0,0,0,4.1
2320,75.86669887,22.75185706,3.25,0,0,0,0,4.1
2321,75.90336453,22.75365871,25.35,0,0,0,0,4.1
2322,75.8841666,22.7270206,9.1,0,0,0,0,3.9
2323,75.884212,22.7281631,13.0,0,0,0,0,4.2
2324,75.8869592,22.722634,15.6,0,0,0,0,4.0
2325,75.8984969,22.7257475,10.4,0,0,0,0,3.8
2326,75.8876482,22.7258351,11.05,0,0,0,0,4.0
2327,75.90284687,22.75003967,26.0,0,0,0,0,3.8
2328,75.88949014,22.75123407,19.5,0,0,0,0,4.3
2329,75.8934001,22.7480596,8.45,0,0,0,0,3.1
2330,75.89247074,22.74504922,9.1,0,0,0,0,3.9
2331,75.88636234,22.76159306,8.45,0,0,0,0,3.8
2332,75.892574,22.7600723,6.5,0,0,0,0,3.9
2333,75.8943769,22.744648,19.5,0,0,0,0,4.0
2334,75.8875215,22.7612256,5.2,0,0,0,0,4.3
2335,75.8974292,22.7538385,14.3,0,0,0,0,4.1
2336,75.8931063,22.745536,6.5,0,0,0,0,4.3
2337,75.8747647,22.7322253,10.4,0,0,0,0,4.0
2338,75.81075322,26.90518991,9.75,0,1,0,0,4.7
2339,75.8057035,26.9141424,21.45,0,0,0,0,3.9
2340,75.8031391,26.91348344,18.2,0,1,0,0,4.0
2341,75.7942573,26.9023283,9.75,0,1,0,0,4.4
2342,75.7945919,26.9052866,16.9,0,1,0,0,4.4
2343,75.797282,26.9119271,13.0,0,0,0,0,4.0
2344,75.837333,26.766536,20.8,0,0,0,0,4.3
2345,75.78301314,26.91026177,19.5,0,0,0,0,3.9
2346,75.7890337,26.91137752,13.0,0,1,0,0,4.2
2347,75.7936039,26.9214108,23.4,0,0,0,0,4.0
2348,75.7930067,26.9029402,29.9,0,0,0,0,4.5
